Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Amount_to_Avg_Ratio
109.52,3,21401.78,2,0,3,0,0,3,487.33,3,1,60,1643.38,3,0,0,0.22468867324538908
55.27,1,81471.22,2,4,1,0,0,7,298.49,0,3,222,2288.15,0,0,0,0.18510331893231521
222.36,3,30183.29,2,3,4,0,0,1,336.21,2,1,218,2824.56,0,1,1,0.6611757009901579
207.55,2,94531.29,2,0,4,1,0,5,124.91,4,3,129,2391.91,2,0,1,1.6602671786257102
154.0,3,37027.63,2,4,4,0,0,2,449.09,1,3,174,1133.3,3,0,0,0.3428393330216612
89.35,2,6326.44,0,4,2,0,0,10,87.13,4,2,111,4592.78,1,0,1,1.024303565287172
186.92,0,54357.41,0,1,0,0,0,11,448.65,1,0,27,2024.52,2,1,0,0.4165348189415041
144.7,0,55550.29,0,0,1,0,0,4,327.19,2,0,221,2982.24,0,1,0,0.44211555501237426
313.63,2,40809.15,2,2,3,0,0,6,261.97,1,3,133,2348.51,2,0,0,1.1967413286526498
94.19,2,33331.52,0,4,1,0,0,11,404.98,4,2,40,3163.47,3,0,1,0.2325219709686975
23.05,3,18928.52,2,2,0,0,0,6,377.89,0,1,89,1343.97,0,0,0,0.060980449218233285
52.84,3,74791.46,0,1,4,0,0,9,366.41,3,1,56,4153.15,0,1,0,0.14417069111347575
62.96,1,16807.03,0,4,2,0,0,6,344.13,4,0,223,4675.9,1,1,1,0.1829009673764634
74.37,0,82375.3,1,0,4,0,0,12,281.41,3,2,222,326.62,0,0,0,0.2641824446733686
75.86,3,68236.01,1,1,2,0,0,2,413.69,1,0,37,2663.77,3,1,0,0.18332970830614562
40.65,2,78113.43,0,1,0,0,0,14,364.79,4,3,1,3363.67,3,1,1,0.11140343665214172
26.74,0,40797.7,2,4,1,0,0,4,199.38,3,2,206,3469.89,3,0,0,0.1340485261680369
6.37,3,33421.08,2,4,1,0,0,13,105.38,3,3,94,697.49,3,0,0,0.06039059537353053
5.07,0,88919.41,0,3,1,0,0,2,350.02,0,1,133,1846.01,0,0,0,0.014480749457328917
55.73,0,45348.01,2,0,3,0,0,8,240.27,3,2,207,2040.91,1,0,0,0.23185089653450927
350.07,0,71443.29,1,3,3,1,0,6,202.59,0,0,86,879.62,2,1,0,1.7271202328679265
4.68,3,5727.67,2,0,0,0,0,7,277.42,4,2,149,3415.84,2,0,1,0.0168636494667051
183.81,3,61951.39,2,0,1,0,0,2,197.92,0,0,86,3142.28,1,0,0,0.9282395717604284
33.45,1,99963.71,1,0,0,0,0,11,96.38,2,1,28,3215.77,3,0,0,0.34670398009950254
25.95,3,34815.91,0,4,1,0,1,8,454.34,1,0,164,3837.61,3,1,0,0.05710324795352522
136.33,1,75183.27,1,2,4,0,0,4,344.64,3,0,206,1873.22,2,0,0,0.3954574461913326
173.37,2,26690.16,2,0,2,0,1,9,254.37,1,3,216,382.87,3,0,1,0.6812983848783747
113.35,1,19360.86,0,4,1,0,0,13,407.2,0,0,122,3203.58,2,0,0,0.2782960962435551
61.41,1,22224.02,0,4,3,0,0,3,406.21,0,1,87,381.59,1,0,0,0.15114075459624424
140.99,2,45411.06,0,2,3,0,0,7,127.52,3,3,94,3600.96,3,0,1,1.1047641435511677
35.38,1,43880.25,2,4,1,0,0,14,138.4,1,0,167,2124.4,2,0,0,0.25545126353790615
176.85,2,46516.43,0,2,3,0,0,3,409.65,4,0,136,4569.63,1,1,1,0.4316046369737645
29.4,2,98664.16,0,1,4,0,0,4,88.75,2,3,159,3436.21,3,1,0,0.3308947664603264
10.52,2,27288.54,2,4,3,0,0,8,258.74,1,3,77,2134.7,3,1,0,0.04064286818111574
94.82,2,35188.42,1,0,4,0,0,13,212.38,2,0,123,1366.91,3,0,0,0.44625376506024095
118.76,3,42288.93,0,1,2,0,0,9,149.93,2,3,93,3802.86,2,1,0,0.7915750183296675
53.74,0,18223.66,1,0,3,0,0,10,383.64,0,1,83,1745.79,1,0,0,0.14004273727002658
5.54,0,90460.78,1,2,2,0,0,8,70.28,4,1,25,1384.0,1,0,1,0.07871554418868998
13.09,3,91232.25,0,3,0,0,0,3,59.98,2,2,164,3060.87,3,1,0,0.21787616511318242
126.41,0,89585.68,2,4,0,0,0,3,415.92,3,3,15,4821.02,2,0,0,0.30385558386616024
6.3,0,54558.52,2,4,1,0,0,13,216.12,1,2,94,1338.28,2,0,0,0.0291369901026732
145.34,2,90647.25,0,4,4,0,0,3,315.11,3,0,106,4222.24,2,0,0,0.4610894324418641
83.36,2,60679.93,0,1,3,0,0,12,90.25,3,3,158,3300.53,3,0,0,0.9226342003320421
109.98,1,23393.55,2,3,2,0,0,4,155.73,3,3,159,186.57,2,1,0,0.7057691073605854
9.67,0,14486.54,2,4,3,0,0,11,121.48,2,2,116,3161.65,2,1,0,0.07953610791248561
30.38,3,74941.85,0,3,4,0,1,13,211.17,2,3,89,3311.59,3,0,0,0.14379703696691437
6.94,1,63515.12,0,1,3,0,0,9,181.35,4,3,237,1110.15,1,0,1,0.03824745108845412
40.88,3,73336.78,2,4,2,0,0,10,123.58,1,3,76,1175.1,1,1,0,0.33053040103492887
27.44,1,50092.59,1,4,3,1,0,6,439.23,2,3,16,3059.67,0,0,1,0.06245874399654018
327.61,3,9649.42,0,4,1,0,1,4,356.24,1,2,203,2063.88,3,0,0,0.9193747544479991
126.07,2,71357.56,0,3,4,0,0,7,119.4,2,0,168,912.25,0,0,0,1.054979079497908
12.68,1,87049.68,1,4,2,0,0,6,128.68,1,0,232,1393.44,2,0,0,0.0984624941761143
25.3,0,26449.76,1,2,1,0,0,13,486.81,1,3,127,2411.86,1,0,0,0.051960321209258385
15.13,2,575.18,1,2,0,0,0,4,146.91,4,2,197,4380.59,0,1,1,0.10291816883205225
171.12,3,67044.7,2,4,1,0,0,3,465.39,3,2,91,1943.9,2,1,0,0.36761262325721283
54.87,2,22262.13,2,2,4,0,0,2,405.29,4,0,16,1603.27,1,1,1,0.13535114334344703
29.78,0,65123.69,1,1,1,0,0,8,127.95,0,2,76,2469.95,3,0,0,0.2325654041390082
46.47,2,52683.68,0,4,0,0,0,5,142.79,1,0,209,258.46,2,0,0,0.32521520050388414
177.41,1,67093.27,0,2,1,0,0,4,60.38,3,3,131,295.79,0,1,0,2.933366402116402
178.31,1,86724.98,0,0,2,0,0,1,75.47,1,2,215,3290.34,1,0,0,2.359534206695779
169.61,0,36134.1,2,0,1,0,1,4,426.3,0,1,205,2796.82,3,0,0,0.39777204502814256
73.36,2,17023.86,0,3,4,0,0,6,452.57,3,2,68,4539.17,3,1,1,0.16206066229261934
134.76,2,98124.0,1,4,0,0,0,14,244.66,1,3,44,520.49,0,0,0,0.5505801601568884
39.63,2,25300.18,0,0,1,0,0,3,351.13,4,2,40,1127.28,2,0,1,0.11283204737636307
33.88,0,27636.01,0,4,1,0,0,1,117.36,4,1,54,1408.75,1,0,1,0.2884386174016687
114.18,0,75572.72,1,2,4,1,0,10,487.43,3,3,64,2010.53,0,0,0,0.23420097224786168
61.06,0,83066.26,1,2,4,0,0,11,102.79,1,3,78,1186.63,0,1,0,0.593449314802216
57.65,1,50831.06,0,1,0,0,0,5,67.22,3,1,1,2233.68,1,0,1,0.8563576945929888
71.64,0,33658.52,0,1,1,0,0,10,267.17,3,3,36,295.84,3,1,0,0.26804355146481085
1.89,1,72505.77,2,4,1,0,0,9,278.0,4,3,189,3959.79,2,1,1,0.006796116504854368
29.21,1,35979.73,1,2,2,0,0,8,430.99,2,3,168,452.95,0,0,0,0.06775847270871511
78.55,0,47020.37,0,0,1,0,0,7,367.58,4,0,127,4200.87,2,0,1,0.21363685813751088
121.57,2,51095.41,1,0,0,0,0,13,64.34,4,2,80,2425.75,0,0,1,1.8865611421477342
126.7,2,34790.86,0,3,1,0,0,14,332.16,0,3,59,852.7,3,0,0,0.381327875759947
8.6,3,56987.94,0,4,4,0,0,3,424.05,0,1,18,4752.03,3,0,0,0.02027584580926559
357.76,1,68252.87,2,3,3,0,0,8,357.78,4,0,141,2271.05,1,1,1,0.9996646920755561
40.53,3,50462.56,0,0,0,0,0,8,441.9,3,1,144,4401.85,1,0,0,0.09169683257918552
3.29,2,17881.24,0,4,2,0,0,2,90.59,4,2,101,1586.49,3,0,1,0.03627742860293307
87.93,3,5774.06,1,1,1,0,0,1,236.97,2,2,229,906.3,1,0,0,0.3709031087864344
64.19,0,65208.97,1,4,2,0,0,3,166.85,2,0,37,1338.01,0,1,0,0.38448637316561846
109.59,3,20336.02,1,3,1,0,0,6,53.69,0,3,86,2571.52,0,0,0,2.0373675404350253
24.98,3,54164.99,2,2,0,0,0,4,176.21,0,2,196,2577.59,3,0,0,0.14168226419374966
45.58,2,65287.4,2,4,2,1,0,6,211.04,4,2,185,1038.25,2,0,1,0.21587572226958418
5.5,0,97322.1,1,3,1,0,0,5,340.0,2,1,45,156.65,2,0,0,0.01617171420170538
180.65,0,71094.06,0,1,2,0,0,4,329.03,3,1,151,2780.55,3,0,0,0.5488712666727433
251.85,0,28934.48,1,1,3,0,0,1,101.12,1,3,62,3319.14,1,0,0,2.48814463544754
136.76,2,85507.35,2,0,1,0,1,11,292.4,1,1,158,4084.1,0,0,0,0.4675555555555555
50.86,0,26765.68,1,0,2,0,0,3,383.65,0,3,186,4133.3,3,0,0,0.13253420195439738
200.59,0,81930.46,0,2,0,0,1,4,454.37,0,3,137,4939.05,2,1,1,0.4413712676304266
135.21,2,58053.96,1,3,4,0,0,10,267.37,1,1,197,3348.94,2,1,1,0.5055146371555689
315.02,2,2674.95,1,1,0,0,0,5,440.43,2,2,68,1022.31,2,0,0,0.7150931832111319
47.14,3,76954.5,2,2,1,0,0,9,18.11,0,1,3,3919.46,3,0,0,2.588687534321801
49.7,3,74828.22,1,2,1,0,0,13,107.87,4,3,85,3797.76,3,0,1,0.4603130499212745
26.45,1,10910.33,2,1,4,0,0,11,229.89,1,1,174,3078.44,3,0,0,0.11500500021740076
77.4,2,13876.0,0,0,1,1,0,5,299.99,0,3,67,4087.76,3,0,0,0.2579226232130361
58.14,0,39547.02,2,2,0,0,1,1,128.21,3,1,153,1104.8,2,0,1,0.453121346738368
23.52,1,86045.17,1,1,3,0,0,3,344.49,1,0,73,3286.47,1,0,0,0.068255027714095
70.29,3,18526.13,0,2,4,0,0,4,429.54,0,2,40,4112.18,2,0,0,0.16360208546690252
137.52,1,74782.21,1,1,2,0,0,13,392.01,1,0,64,687.56,1,0,0,0.3507179107903395
168.76,1,62429.4,1,1,2,0,0,14,202.88,2,2,17,2197.98,2,0,0,0.8314119617696325
126.44,3,28826.46,1,3,4,0,0,1,184.67,1,2,200,2146.78,3,1,0,0.6843102235211345
42.52,2,25796.55,0,1,1,0,0,6,410.73,3,2,180,1372.89,3,0,1,0.10349779714237033
52.85,0,42950.09,2,4,3,0,1,8,114.47,3,1,208,1101.49,3,0,0,0.46129004102295545
187.23,2,63645.57,0,3,3,0,0,7,408.56,1,3,63,1062.23,2,0,0,0.45815592424019963
52.06,1,45254.18,2,2,4,0,0,11,366.8,4,3,31,2197.83,1,0,1,0.14189152357590623
44.87,3,48638.99,0,4,4,0,1,13,295.44,4,1,64,335.08,3,0,1,0.15182378019895781
156.15,3,71877.21,1,1,0,0,0,4,71.37,0,1,47,73.48,3,0,1,2.1848327969777532
243.39,0,64409.24,1,2,1,0,0,3,290.51,0,1,20,1444.04,0,0,0,0.837514194280995
418.21,1,15549.95,2,3,0,0,0,6,102.88,4,3,169,4741.44,2,0,1,4.06107982132453
8.13,1,67359.63,0,1,2,0,0,2,494.46,3,1,28,981.86,0,0,1,0.016438854739566484
54.27,0,6861.55,2,1,1,0,0,13,53.94,0,1,215,2645.04,2,0,0,1.004256106587713
113.29,2,94748.97,0,2,2,0,0,12,28.31,0,1,75,3726.46,3,0,1,3.987680394227385
81.46,0,96629.21,1,2,2,0,0,7,309.93,2,1,39,712.21,3,1,0,0.2627487662484275
150.15,1,90483.72,2,1,2,0,0,3,222.44,3,1,131,560.98,3,0,0,0.6747101644648154
150.7,3,83527.2,1,2,4,0,0,11,183.12,2,3,193,3809.24,0,0,0,0.8225084597751336
55.2,2,32945.91,0,4,1,0,0,13,148.25,2,3,142,1692.81,1,0,0,0.372093023255814
2.66,0,28107.5,0,1,3,0,1,7,119.77,4,3,150,2417.77,3,0,1,0.022190706598815387
228.54,2,10577.61,0,4,2,0,0,12,172.84,2,3,83,4223.27,1,1,0,1.3214987857060252
218.53,0,98535.66,0,0,4,0,0,10,425.68,0,2,218,1059.7,2,0,0,0.513246277420264
114.54,1,33472.64,1,0,0,0,0,10,170.78,1,1,108,4476.17,0,0,0,0.6702949438202248
13.22,1,68846.48,2,4,3,1,0,2,132.86,4,2,58,275.29,2,1,1,0.09942839951865222
125.86,1,27384.91,0,3,3,0,0,1,197.38,1,1,87,4630.17,3,1,1,0.6373303625683614
23.67,2,58484.69,0,3,4,0,0,7,275.79,1,0,122,3164.04,0,1,1,0.08579506324984594
56.39,3,52039.19,2,3,3,0,0,2,411.63,4,1,107,290.9,0,0,1,0.13695868651786364
17.1,2,88855.95,1,3,1,0,0,9,183.13,2,2,65,4141.77,0,0,0,0.09332532882169951
164.83,2,77526.14,2,1,1,0,1,14,63.35,2,3,90,4757.96,1,0,0,2.59779353821907
14.5,0,16284.67,1,2,0,0,0,3,12.51,1,0,191,3082.81,0,0,1,1.1498810467882634
8.27,2,12595.66,2,4,4,0,0,1,459.83,3,0,157,414.11,0,1,0,0.017980997108255604
174.13,1,19600.49,0,0,1,0,0,14,383.52,3,2,99,4936.27,0,0,0,0.453912726135238
17.49,0,87217.71,1,4,3,0,0,11,109.83,2,3,131,3698.72,2,0,0,0.15910124624761213
13.05,1,55884.07,0,4,2,0,0,4,213.75,0,3,90,372.56,3,0,1,0.06102408230067805
38.09,2,24311.27,1,2,4,0,0,7,199.92,2,0,23,3499.74,1,1,0,0.1904309569043096
103.38,2,55863.43,0,4,3,0,0,3,292.09,3,2,76,3852.07,0,0,1,0.3538108764844793
273.52,1,70950.6,1,1,4,0,0,11,108.85,1,0,203,3684.22,0,0,0,2.5105094079853143
59.72,1,31208.43,0,1,0,0,0,6,96.92,4,1,163,3777.89,1,0,1,0.6155431869717584
20.79,1,39459.03,1,3,3,0,0,5,396.49,2,1,31,4548.79,0,1,0,0.05242189666910411
98.79,2,9931.12,2,1,3,0,0,5,250.99,3,1,111,2214.15,2,1,0,0.3934445816241189
117.5,2,97540.04,2,3,3,0,0,14,207.53,1,1,44,3905.12,1,1,0,0.5659105138949092
185.29,3,81642.14,2,3,2,0,0,4,489.25,4,3,61,2151.43,0,0,1,0.37864514151425355
92.37,0,1580.88,2,3,0,0,0,10,326.06,0,2,15,3076.42,1,0,0,0.2832045621780721
23.63,0,55042.35,0,4,4,0,0,12,395.28,1,0,21,1039.28,3,1,0,0.05976528908897769
256.14,2,71081.25,2,0,0,0,0,11,259.88,1,2,219,1627.28,0,1,0,0.9852296330486959
131.16,0,2692.9,2,1,0,0,0,4,448.75,3,0,128,239.09,3,0,1,0.2922134343321822
5.34,2,87243.31,1,4,4,0,0,2,245.36,1,1,180,2297.44,2,0,0,0.021755072109508677
62.52,1,63675.37,1,0,4,0,0,1,120.34,3,3,130,4427.93,0,0,0,0.5190966456326802
93.48,0,96415.38,1,4,4,0,0,5,477.74,2,1,132,319.36,0,1,0,0.1956303365143144
43.15,3,82327.6,2,4,0,0,0,13,351.75,3,3,236,3999.23,2,0,0,0.12263748756572401
38.58,0,74482.64,0,0,4,0,0,12,180.94,3,1,52,3787.22,2,0,1,0.21310207688908528
80.33,0,82978.67,1,4,2,0,0,9,12.43,1,2,52,2258.86,1,1,0,6.4110135674381485
119.85,1,72449.63,1,1,2,0,0,1,344.86,2,2,41,4670.59,0,0,0,0.34743158627087195
133.06,0,32059.01,1,0,3,0,0,1,234.67,0,2,47,2822.96,1,0,0,0.5667674745495592
54.19,3,5245.06,2,3,4,0,0,5,428.97,3,1,66,815.28,2,1,0,0.12629640851143167
7.77,1,94930.97,0,3,2,0,0,12,414.93,0,1,202,3088.09,3,0,0,0.01872153820205768
16.78,0,64011.74,2,2,4,0,0,9,207.84,3,0,33,2487.28,3,0,1,0.08069635471770703
114.09,1,11328.34,2,1,3,0,0,4,98.9,4,2,47,2497.86,0,0,1,1.1524242424242424
78.59,0,11679.32,2,0,4,0,0,7,490.59,1,2,52,3140.53,2,1,0,0.16016222054657728
78.45,1,29248.37,0,2,2,0,0,10,26.17,2,2,42,2637.68,0,0,0,2.9862961553102396
100.25,0,11016.31,2,3,3,0,0,9,58.34,0,2,186,1942.73,3,1,1,1.715434633812457
41.77,3,10064.29,0,1,4,0,0,10,276.89,4,2,112,4563.03,2,0,1,0.1507996678580454
408.73,2,32101.25,0,1,3,0,0,3,378.5,1,3,185,790.67,0,1,1,1.079582673005811
68.77,0,66955.49,1,1,1,0,0,7,111.04,1,3,57,2636.15,0,0,0,0.6187691200287925
55.62,3,23906.91,0,1,4,0,0,4,256.36,0,3,57,2648.31,2,0,0,0.2168759260703423
60.42,3,30066.12,1,4,2,0,0,8,23.24,3,3,18,4434.53,1,0,0,2.588688946015424
0.16,3,20474.1,2,2,1,0,0,9,352.66,2,1,41,3198.08,0,0,0,0.0004535661639641682
142.92,3,43237.15,0,4,4,0,0,12,111.48,3,1,204,662.78,0,0,0,1.2808747087291628
91.54,1,92870.03,1,4,1,0,1,14,417.92,4,3,87,4256.89,3,0,1,0.21898473757236495
119.5,1,1421.62,1,3,2,0,1,5,377.42,3,3,177,4462.14,0,0,0,0.3165395210849756
145.48,1,23333.46,0,3,0,0,0,5,342.15,2,2,104,1616.51,0,1,0,0.4250693937180423
7.22,3,88769.12,0,2,0,1,0,7,360.9,3,0,75,597.76,1,0,0,0.02
22.6,3,97934.47,0,4,4,0,0,5,320.66,2,3,33,2592.9,1,0,0,0.07045766305025564
23.36,1,29997.97,0,1,1,0,0,9,499.5,2,1,182,2764.19,1,0,0,0.04675740592473979
65.83,2,85031.21,2,1,4,0,0,11,253.7,0,2,50,1450.94,0,1,0,0.25937746256895194
34.2,3,650.05,1,4,3,0,1,4,40.39,0,1,157,1518.21,2,0,0,0.8446530007409238
166.79,0,36199.63,0,1,3,0,0,10,453.9,0,3,11,2417.59,1,1,0,0.36737885462555064
32.99,2,39223.08,2,3,3,0,0,13,406.95,3,3,100,507.7,0,1,0,0.08104655447733694
45.29,1,82037.96,1,2,0,0,0,4,11.28,4,0,141,1539.17,0,0,1,3.9797891036906856
198.18,2,40066.47,1,2,1,0,0,2,51.91,2,3,42,242.62,0,1,1,3.8104210728706023
4.28,3,21451.34,2,1,0,0,0,11,493.41,3,0,139,3940.77,3,0,0,0.00867256995805556
129.52,3,89128.17,2,1,4,0,0,2,163.78,1,1,212,1755.99,3,0,0,0.790334391017818
18.05,3,99997.79,2,0,1,0,0,1,118.34,1,2,47,4483.68,0,0,1,0.15239783856805134
167.71,2,73429.39,1,4,0,0,0,3,199.66,2,1,185,1513.19,1,0,0,0.8395574689627554
28.23,2,47535.32,1,0,2,0,0,13,431.08,0,3,44,3164.22,2,1,0,0.06547149682267267
22.72,1,25158.71,1,3,0,0,0,2,347.33,3,0,196,1122.69,3,0,0,0.06539446795037848
146.77,2,49053.07,2,0,2,0,0,11,58.72,4,0,103,4808.44,3,1,1,2.4952397143828633
60.16,0,72021.43,0,4,1,0,0,3,419.53,3,1,16,795.46,0,0,0,0.1433643924409599
198.94,0,70828.34,0,3,0,0,0,6,234.54,0,2,118,4574.23,3,1,1,0.8478520286396182
174.59,1,64080.98,0,4,2,0,0,1,327.41,4,3,221,2616.62,3,1,1,0.5330829592989527
36.78,1,13372.05,2,4,3,0,0,9,53.86,0,2,18,1505.75,0,1,0,0.6816160118606375
66.65,2,34425.97,1,0,1,0,0,3,249.61,1,0,67,1465.89,0,1,0,0.26690961515357814
55.73,3,53917.38,0,1,3,0,1,13,72.3,2,2,27,4821.2,0,1,0,0.7697513812154697
53.29,2,29015.79,1,1,1,0,0,14,200.91,2,1,4,1689.94,1,0,0,0.2651111884980847
151.1,0,80643.89,0,3,2,0,0,1,360.73,3,0,217,328.78,1,0,1,0.41875675525870903
51.67,3,77704.88,2,2,2,0,0,12,376.77,0,1,164,3202.75,0,1,0,0.13710297980736064
15.06,2,47081.38,0,0,4,0,0,11,346.33,4,1,50,210.99,2,0,1,0.04347198568253327
167.51,2,29895.61,1,1,1,0,0,4,378.45,3,0,48,4976.81,0,1,0,0.44250429269581293
90.64,0,78733.83,2,0,2,0,0,3,146.16,3,2,234,1256.52,1,0,0,0.619718309859155
228.79,1,76974.23,1,4,3,0,1,2,210.69,4,1,14,3990.16,1,0,1,1.0853930452108733
169.05,2,9775.94,0,3,0,0,0,13,111.59,3,2,150,681.33,2,0,0,1.5135643298415258
128.96,3,61428.41,2,0,1,0,0,9,357.78,1,1,135,4661.63,1,0,1,0.3603442494690958
36.29,0,13900.49,0,2,4,0,0,10,236.8,3,3,166,2953.13,2,0,0,0.1531869987336429
382.49,0,83328.37,0,0,1,0,1,10,49.87,0,0,88,330.17,3,0,1,7.654392635581349
76.34,2,54128.72,1,1,1,0,0,4,152.95,1,1,166,1781.56,2,0,0,0.49879124469127745
253.92,3,94092.58,2,2,0,0,0,2,55.8,3,3,183,3220.74,2,1,0,4.542397137745975
89.66,3,83499.54,2,4,4,0,0,3,178.9,0,3,79,1263.05,2,1,0,0.5008938547486034
104.61,0,75231.19,1,4,4,0,0,2,148.16,2,1,97,3803.43,1,0,0,0.7055847834884662
5.62,2,71483.45,1,3,4,0,0,12,449.45,2,2,145,3977.44,3,0,0,0.012501390279168056
41.73,3,74896.55,2,4,2,0,0,3,382.29,1,3,122,2792.63,3,0,0,0.10912942284055543
10.09,1,66358.43,2,0,3,1,0,14,330.13,4,0,141,3155.7,2,0,1,0.03055446204160736
32.47,3,48027.49,0,2,4,0,0,4,138.03,3,2,61,1696.99,3,0,0,0.23506841381307464
1.52,2,26967.6,0,0,1,0,0,10,249.14,4,3,177,46.93,2,1,1,0.0060985395602632005
131.23,0,30736.75,2,0,2,0,0,9,281.6,2,3,66,214.26,3,0,0,0.4658501952431664
38.08,2,85815.85,1,2,2,0,0,13,24.76,2,2,44,4334.81,0,0,0,1.5317779565567173
126.3,3,22049.6,1,4,1,0,0,3,49.63,0,0,168,1763.2,0,0,0,2.5397144580735973
111.7,2,9098.31,1,1,3,0,0,7,471.54,2,0,61,4082.97,0,0,0,0.2368331778475108
51.96,0,75684.85,0,4,4,0,0,7,28.62,0,1,8,3569.49,3,0,0,1.8091922005571028
35.7,2,50565.73,2,4,0,0,0,5,82.9,3,0,63,4104.58,1,1,1,0.43012048192771085
106.69,1,90341.5,0,1,1,0,0,3,269.02,3,0,29,1510.49,1,0,0,0.39644024970273484
201.7,1,80624.73,0,0,0,0,0,9,20.5,0,1,236,2308.24,1,1,1,9.791262135922329
180.86,3,47549.06,1,2,3,0,1,10,350.14,3,0,12,2954.87,1,1,0,0.5163887619917771
135.92,3,73386.24,0,0,3,0,0,6,48.5,0,1,21,3930.71,1,0,0,2.7967078189300407
37.85,0,4353.27,0,4,0,0,0,13,315.68,4,3,114,2738.31,0,0,1,0.11986192919120907
104.62,0,46210.22,0,0,0,0,0,4,140.86,4,0,36,4316.59,0,1,1,0.7421963677639046
98.65,0,8628.94,0,4,4,0,0,5,91.36,2,3,42,3068.92,2,0,0,1.078613601574459
495.44,1,28081.82,0,3,2,0,0,11,185.95,0,0,67,398.96,1,0,0,2.6629400698736903
25.15,2,98162.68,0,4,1,0,0,10,453.59,3,0,74,2870.97,3,0,0,0.05543432740417465
8.62,0,94632.7,2,1,0,1,0,12,143.52,3,3,5,3841.84,2,0,0,0.06001949589193705
23.38,3,59501.92,0,2,4,0,0,7,199.4,3,0,135,3726.47,2,1,0,0.11719298245614035
4.12,2,98560.48,0,2,2,0,0,14,239.34,4,0,69,3201.41,2,0,1,0.01720681590377548
66.89,0,32557.56,1,4,1,0,0,7,309.99,0,2,222,279.6,1,1,0,0.21571156760940371
60.21,1,26158.53,1,0,3,0,0,7,496.03,4,3,164,2266.53,2,0,1,0.12135932114566747
42.4,0,38341.94,1,2,2,0,0,1,434.8,1,1,66,2716.11,2,0,0,0.09749367670728902
187.26,1,74916.72,0,0,2,1,0,13,399.09,4,3,191,2456.3,0,0,1,0.4690999273528896
80.49,2,85278.73,0,1,4,0,0,14,360.89,1,0,50,1562.07,3,0,0,0.22297016537854233
1.64,0,4259.69,2,1,0,0,1,13,45.91,2,1,17,2133.78,1,0,0,0.03564442512497283
41.5,3,22298.33,2,2,2,0,0,4,360.9,4,3,220,3625.76,3,0,1,0.1149584487534626
32.77,0,85478.86,0,4,4,0,0,14,89.15,1,2,58,3914.8,3,1,1,0.367170868347339
164.62,0,39131.79,2,0,2,0,0,8,316.41,2,0,203,2075.96,3,1,0,0.5201099491327288
79.43,1,9704.06,2,0,0,0,0,6,129.46,4,1,57,3195.53,2,0,1,0.6130750231552949
218.48,2,62212.65,2,0,2,0,0,5,282.65,2,2,169,2866.14,0,0,0,0.7726967285587975
10.05,2,51442.07,0,3,3,0,0,3,36.8,1,1,220,4938.3,0,0,0,0.2723577235772358
8.23,0,11183.96,1,2,0,0,0,6,194.12,1,1,79,4201.07,2,0,0,0.04237462671197611
83.91,2,71216.98,2,2,3,0,0,13,284.28,0,3,220,2291.83,1,0,0,0.2950629439482383
22.73,0,57854.38,2,0,1,0,0,2,378.66,1,2,122,3902.73,2,1,0,0.06001161685500052
6.54,3,52740.9,1,2,3,0,0,6,256.96,2,2,154,4177.98,3,0,0,0.025441531160040456
156.61,1,19908.92,2,0,4,0,0,14,297.85,1,1,149,2051.51,2,0,0,0.5256251048833697
170.43,1,20890.19,0,3,3,0,0,3,227.66,0,0,125,3640.46,2,1,0,0.7482876712328768
20.29,1,37931.1,2,4,4,0,0,9,381.27,4,0,6,4557.87,2,0,1,0.05320292629205233
70.06,2,35875.79,0,0,4,0,0,9,222.94,1,1,233,2309.87,3,0,1,0.31411406025824967
4.53,1,39293.79,2,4,3,0,0,14,338.39,1,0,11,3137.17,3,0,0,0.013382965523353718
52.98,1,65159.84,1,4,2,0,0,10,451.82,0,3,109,200.15,3,0,0,0.11723313860860328
65.49,2,72296.84,1,1,1,0,0,9,386.28,0,2,88,2644.14,1,0,0,0.16949635074279207
338.13,1,14372.36,0,2,2,0,0,6,196.69,2,3,206,2702.25,2,0,0,1.718227552213019
126.83,1,35406.4,1,2,3,0,0,1,216.17,2,2,161,2570.14,0,1,0,0.5864428723355066
93.87,3,95913.9,1,2,3,0,0,11,31.0,3,3,137,686.46,2,0,0,3.018327974276527
45.75,3,33803.7,1,0,4,1,0,11,279.77,1,1,222,4462.36,3,0,0,0.16346875334976954
125.86,0,82397.63,2,4,1,0,0,5,216.77,1,1,127,1636.2,0,1,0,0.5803476737215844
96.64,3,69733.49,1,1,3,0,0,1,431.55,2,0,135,4354.97,1,1,0,0.2238850920884976
396.27,1,79517.88,2,1,3,0,0,4,387.05,1,3,202,3492.92,0,0,0,1.02355676094537
124.23,1,16135.15,0,4,3,0,0,5,167.66,4,0,55,2477.89,2,1,1,0.7405221745350501
232.21,0,71519.94,2,0,1,1,0,4,94.21,2,2,40,3750.93,3,1,0,2.4621991305269857
65.58,1,79181.29,1,1,0,0,0,9,138.49,3,2,48,1308.17,2,0,0,0.4731943141640811
117.57,3,50217.74,1,1,4,0,0,14,76.8,4,3,70,4268.73,1,0,1,1.5288686605981796
